2015-07-25 16:50:26.673708: zones for base 4 requested
2015-07-25 16:50:51.411123: updated weight of base 1, zone 1 to 0.14
2015-07-25 16:50:55.149337: updated weight of base 1, zone 2 to 0.00
2015-07-25 16:50:58.858549: updated weight of base 1, zone 1 to 0.14
2015-07-25 16:51:02.592762: updated weight of base 1, zone 2 to 0.00
2015-07-25 16:51:06.303975: updated weight of base 1, zone 1 to 0.14
2015-07-25 16:51:10.006186: updated weight of base 1, zone 2 to 0.00
2015-07-25 16:51:13.733400: updated weight of base 1, zone 1 to 0.14
2015-07-25 16:51:17.444612: updated weight of base 1, zone 2 to 0.00
2015-07-25 16:51:21.187826: updated weight of base 1, zone 1 to 0.14
2015-07-25 16:51:24.885037: updated weight of base 1, zone 2 to 0.00
2015-07-25 16:51:28.599250: updated weight of base 1, zone 1 to 0.14
2015-07-25 16:51:32.302462: updated weight of base 1, zone 2 to 0.00
2015-07-25 16:51:39.572878: updated weight of base 1, zone 1 to 0.13
2015-07-25 16:51:43.300091: updated weight of base 1, zone 2 to 0.00
2015-07-25 16:51:47.028304: updated weight of base 1, zone 1 to 0.13
2015-07-25 16:51:50.722515: updated weight of base 1, zone 2 to 0.00
2015-07-25 16:51:54.440728: updated weight of base 1, zone 1 to 0.00
2015-07-25 16:51:58.129939: updated weight of base 1, zone 2 to 0.00
2015-07-25 16:52:01.875153: updated weight of base 1, zone 1 to 5.10
2015-07-25 16:54:59.938338: updated weight of base 1, zone 1 to 0.00
2015-07-25 16:55:03.685552: updated weight of base 1, zone 2 to 0.00
2015-07-25 16:55:07.392764: updated weight of base 1, zone 1 to 0.13
2015-07-25 16:55:11.102976: updated weight of base 1, zone 2 to 0.47
2015-07-25 16:55:14.793187: updated weight of base 1, zone 1 to 0.13
2015-07-25 16:55:18.494399: updated weight of base 1, zone 2 to 0.47
2015-07-25 16:55:22.202611: updated weight of base 1, zone 1 to 0.00
2015-07-25 16:55:25.903823: updated weight of base 1, zone 2 to 0.00
2015-07-25 16:55:29.617035: updated weight of base 1, zone 1 to 0.53
2015-07-25 16:55:33.326248: updated weight of base 1, zone 2 to 0.00
2015-07-25 16:55:37.023459: updated weight of base 1, zone 1 to 0.13
2015-07-25 16:55:40.728671: updated weight of base 1, zone 2 to 0.00
2015-07-25 16:55:44.431883: updated weight of base 1, zone 1 to 0.00
2015-07-25 16:55:48.138095: updated weight of base 1, zone 2 to 0.00
2015-07-25 16:55:51.846307: updated weight of base 1, zone 1 to 1.29
2015-07-25 16:55:55.551519: updated weight of base 1, zone 2 to 0.00
2015-07-25 16:55:59.321734: updated weight of base 1, zone 1 to 0.13
2015-07-25 16:56:03.053948: updated weight of base 1, zone 2 to 0.00
2015-07-25 16:56:06.751159: updated weight of base 1, zone 1 to 0.13
2015-07-25 16:56:10.452371: updated weight of base 1, zone 2 to 0.00
2015-07-25 16:56:14.179584: updated weight of base 1, zone 1 to 0.13
2015-07-25 16:56:17.880796: updated weight of base 1, zone 2 to 0.00
2015-07-25 16:56:21.586008: updated weight of base 1, zone 1 to 0.00
2015-07-25 16:56:25.274219: updated weight of base 1, zone 2 to 0.00
2015-07-25 16:56:28.980431: updated weight of base 1, zone 1 to 0.13
2015-07-25 16:56:32.715644: updated weight of base 1, zone 2 to 0.00
2015-07-25 16:56:39.424028: updated weight of base 1, zone 1 to 0.00
2015-07-25 16:56:43.131240: updated weight of base 1, zone 2 to 0.00
2015-07-25 16:56:46.821451: updated weight of base 1, zone 1 to 0.13
2015-07-25 16:56:50.540664: updated weight of base 1, zone 2 to 0.00
2015-07-25 16:56:54.233875: updated weight of base 1, zone 1 to 0.13
2015-07-25 16:56:57.947088: updated weight of base 1, zone 2 to 0.00
2015-07-25 16:57:01.650299: updated weight of base 1, zone 1 to 0.00
2015-07-25 16:57:05.359512: updated weight of base 1, zone 2 to 0.00
2015-07-25 16:57:09.060723: updated weight of base 1, zone 1 to 0.13
2015-07-25 16:57:12.759935: updated weight of base 1, zone 2 to 0.00
2015-07-25 16:57:16.472147: updated weight of base 1, zone 1 to 0.13
2015-07-25 16:57:20.180359: updated weight of base 1, zone 2 to 1.27
2015-07-25 16:57:23.878571: updated weight of base 1, zone 1 to 0.14
2015-07-25 16:57:27.579782: updated weight of base 1, zone 2 to 0.00
2015-07-25 16:57:31.286994: updated weight of base 1, zone 1 to 0.00
2015-07-25 16:57:34.999207: updated weight of base 1, zone 2 to 0.00
2015-07-25 16:57:38.696418: updated weight of base 1, zone 1 to 0.13
2015-07-25 16:57:42.413631: updated weight of base 1, zone 2 to 0.00
2015-07-25 16:57:46.118843: updated weight of base 1, zone 1 to 0.13
2015-07-25 16:57:49.811054: updated weight of base 1, zone 2 to 0.00
2015-07-25 16:57:53.553268: updated weight of base 1, zone 1 to 0.13
2015-07-25 16:57:55.152360: weight for base 1, zone 1 requested
2015-07-25 16:57:56.558440: weight for base 1, zone 1 requested
2015-07-25 16:57:57.263480: updated weight of base 1, zone 2 to 0.00
2015-07-25 16:58:00.961692: updated weight of base 1, zone 1 to 0.13
2015-07-25 16:58:02.061755: weight for base 1, zone 1 requested
2015-07-25 16:58:03.989865: weight for base 1, zone 2 requested
2015-07-25 16:58:04.677904: updated weight of base 1, zone 2 to 0.00
2015-07-25 16:58:05.880973: weight for base 1, zone 1 requested
2015-07-25 16:58:07.681076: weight for base 1, zone 1 requested
2015-07-25 16:58:08.380116: updated weight of base 1, zone 1 to 1.29
2015-07-25 16:58:09.146160: weight for base 1, zone 1 requested
2015-07-25 16:58:12.112330: updated weight of base 1, zone 2 to 0.00
2015-07-25 16:58:15.548526: weight for base 1, zone 2 requested
2015-07-25 16:58:15.958550: updated weight of base 1, zone 1 to 1.29
2015-07-25 16:58:17.342629: weight for base 1, zone 1 requested
2015-07-25 16:58:19.653761: updated weight of base 1, zone 2 to 0.48
2015-07-25 16:58:21.352858: weight for base 1, zone 1 requested
2015-07-25 16:58:23.405976: updated weight of base 1, zone 1 to 0.13
2015-07-25 16:58:24.335029: weight for base 1, zone 2 requested
2015-07-25 16:58:27.090186: updated weight of base 1, zone 2 to 0.47
2015-07-25 16:58:30.827400: updated weight of base 1, zone 1 to 0.20
2015-07-25 16:58:34.536612: updated weight of base 1, zone 2 to 0.00
2015-07-25 16:58:37.161762: weight for base 1, zone 1 requested
2015-07-25 16:58:38.246824: updated weight of base 1, zone 1 to 0.20
2015-07-25 16:58:39.102873: weight for base 1, zone 2 requested
2015-07-25 16:58:41.968037: updated weight of base 1, zone 2 to 0.00
2015-07-25 16:58:45.696250: updated weight of base 1, zone 1 to 0.20
2015-07-25 16:58:49.416463: updated weight of base 1, zone 2 to 0.00
2015-07-25 16:58:53.139676: updated weight of base 1, zone 1 to 0.20
2015-07-25 16:58:53.934722: weight for base 1, zone 1 requested
2015-07-25 16:58:56.847888: updated weight of base 1, zone 2 to 0.00
2015-07-25 16:59:00.103074: weight for base 1, zone 2 requested
2015-07-25 16:59:00.546100: updated weight of base 1, zone 1 to 0.13
2015-07-25 16:59:01.490154: weight for base 1, zone 1 requested
2015-07-25 16:59:02.886234: weight for base 1, zone 2 requested
2015-07-25 16:59:04.246311: updated weight of base 1, zone 2 to 0.17
2015-07-25 16:59:07.986525: updated weight of base 1, zone 1 to 0.13
2015-07-25 16:59:11.705738: updated weight of base 1, zone 2 to 0.17
2015-07-25 16:59:15.403950: updated weight of base 1, zone 1 to 0.13
2015-07-25 16:59:19.108162: updated weight of base 1, zone 2 to 0.17
2015-07-25 16:59:22.843375: updated weight of base 1, zone 1 to 0.13
2015-07-25 16:59:26.535586: updated weight of base 1, zone 2 to 0.17
2015-07-25 16:59:30.234798: updated weight of base 1, zone 1 to 0.00
2015-07-25 16:59:34.726055: updated weight of base 1, zone 2 to 0.16
2015-07-25 16:59:38.454268: updated weight of base 1, zone 1 to 0.00
2015-07-25 16:59:42.165480: updated weight of base 1, zone 2 to 0.00
2015-07-25 16:59:45.853691: updated weight of base 1, zone 1 to 0.13
2015-07-25 16:59:49.565904: updated weight of base 1, zone 2 to 0.00
2015-07-25 16:59:53.264115: updated weight of base 1, zone 1 to 0.00
2015-07-25 16:59:56.964327: updated weight of base 1, zone 2 to 0.00
2015-07-25 17:00:00.663538: updated weight of base 1, zone 1 to 0.13
2015-07-25 17:00:04.402752: updated weight of base 1, zone 2 to 0.00
2015-07-25 17:00:08.157967: updated weight of base 1, zone 1 to 0.13
2015-07-25 17:00:11.907181: updated weight of base 1, zone 2 to 0.00
2015-07-25 17:00:15.602393: updated weight of base 1, zone 1 to 0.13
2015-07-25 17:00:19.305605: updated weight of base 1, zone 2 to 0.00
2015-07-25 17:00:26.585021: updated weight of base 1, zone 1 to 0.00
2015-07-25 17:00:30.322235: updated weight of base 1, zone 2 to 0.00
2015-07-25 17:00:37.580650: updated weight of base 1, zone 1 to 0.00
2015-07-25 17:00:41.324864: updated weight of base 1, zone 2 to 0.00
2015-07-25 17:00:45.024076: updated weight of base 1, zone 1 to 0.13
2015-07-25 17:00:48.721287: updated weight of base 1, zone 2 to 0.00
2015-07-25 17:00:52.422499: updated weight of base 1, zone 1 to 0.13
2015-07-25 17:00:56.134711: updated weight of base 1, zone 2 to 0.00
2015-07-25 17:00:59.872925: updated weight of base 1, zone 1 to 0.00
2015-07-25 17:01:03.561136: updated weight of base 1, zone 2 to 0.00
2015-07-25 17:01:07.281349: updated weight of base 1, zone 1 to 0.13
2015-07-25 17:01:50.188803: updated weight of base 1, zone 1 to 0.00
2015-07-25 17:01:53.901015: updated weight of base 1, zone 2 to 0.00
2015-07-25 17:01:57.590226: updated weight of base 1, zone 1 to 0.13
2015-07-25 17:02:01.318439: updated weight of base 1, zone 2 to 0.00
2015-07-25 17:02:08.635858: updated weight of base 1, zone 1 to 0.00
2015-07-25 17:02:12.339070: updated weight of base 1, zone 2 to 0.00
2015-07-25 17:02:16.067283: updated weight of base 1, zone 1 to 0.13
2015-07-25 17:02:20.638544: updated weight of base 1, zone 2 to 0.00
2015-07-25 17:02:24.368758: updated weight of base 1, zone 1 to 0.13
2015-07-25 17:02:28.090971: updated weight of base 1, zone 2 to 0.00
2015-07-25 17:02:31.781182: updated weight of base 1, zone 1 to 0.00
2015-07-25 17:02:35.504395: updated weight of base 1, zone 2 to 0.00
2015-07-25 17:02:39.215607: updated weight of base 1, zone 1 to 0.00
2015-07-25 17:02:42.927819: updated weight of base 1, zone 2 to 0.00
2015-07-25 17:02:46.618030: updated weight of base 1, zone 1 to 0.13
2015-07-25 17:02:50.319242: updated weight of base 1, zone 2 to 0.00
2015-07-25 17:02:54.027454: updated weight of base 1, zone 1 to 0.13
2015-07-25 17:02:57.867674: updated weight of base 1, zone 2 to 0.00
2015-07-25 17:03:01.548884: updated weight of base 1, zone 1 to 0.52
2015-07-25 17:03:05.257096: updated weight of base 1, zone 2 to 0.00
2015-07-25 17:03:08.970309: updated weight of base 1, zone 1 to 0.53
2015-07-25 17:03:12.694522: updated weight of base 1, zone 2 to 0.00
2015-07-25 17:03:16.752754: updated weight of base 1, zone 1 to 0.13
2015-07-25 17:03:20.499968: updated weight of base 1, zone 2 to 0.47
2015-07-25 17:03:24.261183: updated weight of base 1, zone 1 to 0.00
2015-07-25 17:03:31.582602: updated weight of base 1, zone 2 to 0.48
2015-07-25 17:03:35.319816: updated weight of base 1, zone 1 to 0.13
2015-07-25 17:03:39.028028: updated weight of base 1, zone 2 to 0.48
2015-07-25 17:03:42.717239: updated weight of base 1, zone 1 to 0.13
2015-07-25 17:03:46.441452: updated weight of base 1, zone 2 to 0.46
2015-07-25 17:03:50.134663: updated weight of base 1, zone 1 to 0.13
2015-07-25 17:03:53.849876: updated weight of base 1, zone 2 to 0.00
2015-07-25 17:03:57.547087: updated weight of base 1, zone 1 to 0.13
2015-07-25 17:04:01.254299: updated weight of base 1, zone 2 to 0.00
2015-07-25 17:04:04.946511: updated weight of base 1, zone 1 to 0.00
2015-07-25 17:04:08.644722: updated weight of base 1, zone 2 to 0.00
2015-07-25 17:04:12.355934: updated weight of base 1, zone 1 to 0.13
2015-07-25 17:04:16.050146: updated weight of base 1, zone 2 to 0.00
2015-07-25 17:04:19.776359: updated weight of base 1, zone 1 to 0.61
2015-07-25 17:04:23.474570: updated weight of base 1, zone 2 to 0.00
2015-07-25 17:04:27.176782: updated weight of base 1, zone 1 to 0.61
2015-07-25 17:04:30.874994: updated weight of base 1, zone 2 to 0.00
2015-07-25 17:04:34.584206: updated weight of base 1, zone 1 to 0.61
2015-07-25 17:04:38.311419: updated weight of base 1, zone 2 to 0.00
2015-07-25 17:04:45.576834: updated weight of base 1, zone 1 to 0.62
2015-07-25 17:04:49.302048: updated weight of base 1, zone 2 to 0.00
2015-07-25 17:04:53.023260: updated weight of base 1, zone 1 to 0.61
2015-07-25 17:04:56.804477: updated weight of base 1, zone 2 to 0.00
2015-07-25 17:05:00.522689: updated weight of base 1, zone 1 to 0.13
2015-07-25 17:05:04.224901: updated weight of base 1, zone 2 to 0.21
2015-07-25 17:05:07.948114: updated weight of base 1, zone 1 to 0.13
2015-07-25 17:05:11.643325: updated weight of base 1, zone 2 to 0.39
2015-07-25 17:05:16.137582: updated weight of base 1, zone 1 to 0.00
2015-07-25 17:05:19.860795: updated weight of base 1, zone 2 to 0.57
2015-07-25 17:05:23.555007: updated weight of base 1, zone 1 to 0.13
2015-07-25 17:05:27.242218: updated weight of base 1, zone 2 to 0.55
2015-07-25 17:05:30.975431: updated weight of base 1, zone 1 to 0.13
2015-07-25 17:05:34.666642: updated weight of base 1, zone 2 to 0.56
2015-07-25 17:05:38.382855: updated weight of base 1, zone 1 to 0.00
2015-07-25 17:05:42.077066: updated weight of base 1, zone 2 to 0.55
2015-07-25 17:05:45.782278: updated weight of base 1, zone 1 to 0.00
2015-07-25 17:05:49.513491: updated weight of base 1, zone 2 to 0.00
2015-07-25 17:05:53.220703: updated weight of base 1, zone 1 to 0.00
2015-07-25 17:05:56.910915: updated weight of base 1, zone 2 to 0.00
2015-07-25 17:06:00.625127: updated weight of base 1, zone 1 to 0.13
2015-07-25 17:06:04.321338: updated weight of base 1, zone 2 to 0.00
2015-07-25 17:06:08.024550: updated weight of base 1, zone 1 to 0.90
2015-07-25 17:06:11.721762: updated weight of base 1, zone 2 to 0.00
2015-07-25 17:06:15.430974: updated weight of base 1, zone 1 to 0.90
2015-07-25 17:06:19.135186: updated weight of base 1, zone 2 to 0.00
2015-07-25 17:06:22.838397: updated weight of base 1, zone 1 to 0.91
2015-07-25 17:06:26.535609: updated weight of base 1, zone 2 to 0.00
2015-07-25 17:06:30.242821: updated weight of base 1, zone 1 to 0.91
2015-07-25 17:06:33.950033: updated weight of base 1, zone 2 to 0.00
2015-07-25 17:06:37.661245: updated weight of base 1, zone 1 to 0.91
2015-07-25 17:06:41.352456: updated weight of base 1, zone 2 to 0.00
2015-07-25 17:06:45.073669: updated weight of base 1, zone 1 to 0.90
2015-07-25 17:06:48.791882: updated weight of base 1, zone 2 to 0.00
2015-07-25 17:06:52.482093: updated weight of base 1, zone 1 to 0.90
2015-07-25 17:06:56.181305: updated weight of base 1, zone 2 to 0.00
2015-07-25 17:06:59.893517: updated weight of base 1, zone 1 to 0.90
2015-07-25 17:07:03.597729: updated weight of base 1, zone 2 to 0.54
2015-07-25 17:07:07.298940: updated weight of base 1, zone 1 to 0.91
2015-07-25 17:07:11.013153: updated weight of base 1, zone 2 to 0.55
2015-07-25 17:07:14.720365: updated weight of base 1, zone 1 to 0.91
2015-07-25 17:07:18.428577: updated weight of base 1, zone 2 to 0.55
2015-07-25 17:07:22.121788: updated weight of base 1, zone 1 to 0.91
2015-07-25 17:07:26.345030: updated weight of base 1, zone 2 to 0.55
2015-07-25 17:07:30.842287: updated weight of base 1, zone 1 to 0.90
2015-07-25 17:07:34.539499: updated weight of base 1, zone 2 to 0.55
2015-07-25 17:07:38.237710: updated weight of base 1, zone 1 to 0.90
2015-07-25 17:07:41.948922: updated weight of base 1, zone 2 to 0.55
2015-07-25 17:07:46.439179: updated weight of base 1, zone 1 to 0.17
2015-07-25 17:07:50.161392: updated weight of base 1, zone 2 to 0.00
2015-07-25 17:07:53.870604: updated weight of base 1, zone 1 to 0.61
2015-07-25 17:07:57.562815: updated weight of base 1, zone 2 to 0.00
2015-07-25 17:08:01.282028: updated weight of base 1, zone 1 to 0.61
2015-07-25 17:08:04.968239: updated weight of base 1, zone 2 to 0.00
2015-07-25 17:08:08.683451: updated weight of base 1, zone 1 to 0.61
2015-07-25 17:08:12.381663: updated weight of base 1, zone 2 to 0.00
2015-07-25 17:08:16.087875: updated weight of base 1, zone 1 to 0.60
2015-07-25 17:08:19.819088: updated weight of base 1, zone 2 to 0.00
2015-07-25 17:08:23.508299: updated weight of base 1, zone 1 to 0.61
2015-07-25 17:08:27.230512: updated weight of base 1, zone 2 to 0.00
2015-07-25 17:08:30.936724: updated weight of base 1, zone 1 to 0.60
2015-07-25 17:08:34.627935: updated weight of base 1, zone 2 to 0.00
2015-07-25 17:08:38.335147: updated weight of base 1, zone 1 to 0.62
2015-07-25 17:08:42.035359: updated weight of base 1, zone 2 to 0.00
2015-07-25 17:08:45.746571: updated weight of base 1, zone 1 to 0.60
2015-07-25 17:08:49.446783: updated weight of base 1, zone 2 to 0.00
2015-07-25 17:08:53.145995: updated weight of base 1, zone 1 to 0.60
2015-07-25 17:08:56.848206: updated weight of base 1, zone 2 to 0.86
2015-07-25 17:09:00.554418: updated weight of base 1, zone 1 to 0.62
2015-07-25 17:09:04.276631: updated weight of base 1, zone 2 to 0.86
2015-07-25 17:09:07.984843: updated weight of base 1, zone 1 to 0.61
2015-07-25 17:09:11.677055: updated weight of base 1, zone 2 to 0.86
2015-07-25 17:09:15.487272: updated weight of base 1, zone 1 to 0.64
2015-07-25 17:09:19.176483: updated weight of base 1, zone 2 to 0.55
2015-07-25 17:09:22.886696: updated weight of base 1, zone 1 to 0.00
2015-07-25 17:09:26.597908: updated weight of base 1, zone 2 to 0.54
2015-07-25 17:09:30.304120: updated weight of base 1, zone 1 to 0.13
2015-07-25 17:09:34.004332: updated weight of base 1, zone 2 to 0.54
2015-07-25 17:09:38.944614: updated weight of base 1, zone 1 to 0.00
2015-07-25 17:09:42.639825: updated weight of base 1, zone 2 to 0.57
2015-07-25 17:09:46.344037: updated weight of base 1, zone 1 to 0.13
2015-07-25 17:09:50.055250: updated weight of base 1, zone 2 to 0.65
2015-07-25 17:09:53.797464: updated weight of base 1, zone 1 to 0.13
2015-07-25 17:09:57.493675: updated weight of base 1, zone 2 to 0.00
2015-07-25 17:10:01.306893: updated weight of base 1, zone 1 to 0.13
2015-07-25 17:10:04.988104: updated weight of base 1, zone 2 to 0.00
2015-07-25 17:10:08.715317: updated weight of base 1, zone 1 to 0.13
2015-07-25 17:10:12.404528: updated weight of base 1, zone 2 to 0.00
2015-07-25 17:10:16.115740: updated weight of base 1, zone 1 to 1.29
2015-07-25 17:10:19.835953: updated weight of base 1, zone 2 to 0.00
2015-07-25 17:10:23.522164: updated weight of base 1, zone 1 to 1.29
2015-07-25 17:10:27.240376: updated weight of base 1, zone 2 to 0.00
2015-07-25 17:10:30.944588: updated weight of base 1, zone 1 to 1.29
2015-07-25 17:10:34.650800: updated weight of base 1, zone 2 to 1.27
2015-07-25 17:10:38.355012: updated weight of base 1, zone 1 to 0.13
2015-07-25 17:10:42.045223: updated weight of base 1, zone 2 to 1.26
2015-07-25 17:10:45.753435: updated weight of base 1, zone 1 to 0.13
2015-07-25 17:10:49.462648: updated weight of base 1, zone 2 to 1.27
2015-07-25 17:10:53.162859: updated weight of base 1, zone 1 to 0.13
2015-07-25 17:10:56.861071: updated weight of base 1, zone 2 to 1.27
2015-07-25 17:11:00.570283: updated weight of base 1, zone 1 to 0.13
2015-07-25 17:11:04.263494: updated weight of base 1, zone 2 to 0.00
2015-07-25 17:11:07.963706: updated weight of base 1, zone 1 to 0.13
2015-07-25 17:11:11.661917: updated weight of base 1, zone 2 to 0.00
2015-07-25 17:11:15.442133: updated weight of base 1, zone 1 to 0.13
2015-07-25 17:11:19.181347: updated weight of base 1, zone 2 to 0.00
2015-07-25 17:11:22.973564: updated weight of base 1, zone 1 to 0.13
2015-07-25 17:11:26.679776: updated weight of base 1, zone 2 to 0.00
2015-07-25 17:11:30.378988: updated weight of base 1, zone 1 to 0.13
2015-07-25 17:11:34.097200: updated weight of base 1, zone 2 to 0.00
2015-07-25 17:11:37.812413: updated weight of base 1, zone 1 to 0.00
2015-07-25 17:11:41.500624: updated weight of base 1, zone 2 to 0.00
2015-07-25 17:11:45.211836: updated weight of base 1, zone 1 to 0.00
2015-07-25 17:11:48.807042: updated weight of base 1, zone 2 to 0.00
2015-07-25 17:11:52.509254: updated weight of base 1, zone 1 to 0.00
2015-07-25 17:11:56.230466: updated weight of base 1, zone 2 to 0.18
2015-07-25 17:11:59.919677: updated weight of base 1, zone 1 to 1.00
2015-07-25 17:12:03.630890: updated weight of base 1, zone 2 to 0.00
2015-07-25 17:12:07.335102: updated weight of base 1, zone 1 to 0.13
2015-07-25 17:12:11.030313: updated weight of base 1, zone 2 to 0.00
2015-07-25 17:12:14.741525: updated weight of base 1, zone 1 to 0.13
2015-07-25 17:12:18.436737: updated weight of base 1, zone 2 to 0.00
2015-07-25 17:12:22.139948: updated weight of base 1, zone 1 to 0.00
2015-07-25 17:12:25.855161: updated weight of base 1, zone 2 to 0.00
2015-07-25 17:12:29.559373: updated weight of base 1, zone 1 to 0.13
2015-07-25 17:12:33.279586: updated weight of base 1, zone 2 to 0.00
2015-07-25 17:12:36.968797: updated weight of base 1, zone 1 to 0.13
2015-07-25 17:12:40.703010: updated weight of base 1, zone 2 to 0.00
2015-07-25 17:12:44.398221: updated weight of base 1, zone 1 to 0.13
2015-07-25 17:12:48.110434: updated weight of base 1, zone 2 to 0.00
2015-07-25 17:12:51.800645: updated weight of base 1, zone 1 to 0.13
2015-07-25 17:12:55.507857: updated weight of base 1, zone 2 to 0.00
2015-07-25 17:12:59.230070: updated weight of base 1, zone 1 to 0.13
2015-07-25 17:13:02.921281: updated weight of base 1, zone 2 to 0.00
2015-07-25 17:13:06.638494: updated weight of base 1, zone 1 to 0.00
2015-07-25 17:13:10.335705: updated weight of base 1, zone 2 to 0.00
2015-07-25 17:13:14.031916: updated weight of base 1, zone 1 to 0.13
2015-07-25 17:13:17.737128: updated weight of base 1, zone 2 to 0.00
2015-07-25 17:13:21.460341: updated weight of base 1, zone 1 to 0.13
2015-07-25 17:13:25.151552: updated weight of base 1, zone 2 to 0.00
2015-07-25 17:13:28.861765: updated weight of base 1, zone 1 to 0.13
2015-07-25 17:13:32.561976: updated weight of base 1, zone 2 to 0.00
2015-07-25 17:13:36.271188: updated weight of base 1, zone 1 to 0.00
2015-07-25 17:13:39.967400: updated weight of base 1, zone 2 to 0.00
2015-07-25 17:13:43.698613: updated weight of base 1, zone 1 to 0.13
2015-07-25 17:13:47.398825: updated weight of base 1, zone 2 to 0.00
2015-07-25 17:13:51.543062: updated weight of base 1, zone 1 to 0.13
2015-07-25 17:13:55.245274: updated weight of base 1, zone 2 to 0.00
2015-07-25 17:13:58.938485: updated weight of base 1, zone 1 to 0.13
2015-07-25 17:14:02.661698: updated weight of base 1, zone 2 to 0.00
2015-07-25 17:14:06.358909: updated weight of base 1, zone 1 to 0.13
2015-07-25 17:14:10.066121: updated weight of base 1, zone 2 to 0.00
2015-07-25 17:14:13.755332: updated weight of base 1, zone 1 to 0.13
2015-07-25 17:14:17.493546: updated weight of base 1, zone 2 to 0.00
2015-07-25 17:14:21.196758: updated weight of base 1, zone 1 to 0.13
2015-07-25 17:14:24.884969: updated weight of base 1, zone 2 to 0.00
2015-07-25 17:14:28.584181: updated weight of base 1, zone 1 to 0.13
2015-07-25 17:14:32.648413: updated weight of base 1, zone 2 to 0.00
2015-07-25 17:14:36.345624: updated weight of base 1, zone 1 to 0.00
2015-07-25 17:14:40.048836: updated weight of base 1, zone 2 to 0.00
2015-07-25 17:14:43.746048: updated weight of base 1, zone 1 to 0.00
2015-07-25 17:14:47.444259: updated weight of base 1, zone 2 to 0.00
2015-07-25 17:14:51.163472: updated weight of base 1, zone 1 to 0.00
2015-07-25 17:14:54.856683: updated weight of base 1, zone 2 to 0.00
2015-07-25 17:14:58.669901: updated weight of base 1, zone 1 to 0.13
2015-07-25 17:15:02.362113: updated weight of base 1, zone 2 to 0.00
2015-07-25 17:15:06.103327: updated weight of base 1, zone 1 to 0.13
2015-07-25 17:15:09.815539: updated weight of base 1, zone 2 to 0.00
2015-07-25 17:15:13.503750: updated weight of base 1, zone 1 to 0.00
2015-07-25 17:15:17.652987: updated weight of base 1, zone 2 to 0.00
2015-07-25 17:15:22.145244: updated weight of base 1, zone 1 to 0.13
2015-07-25 17:15:25.843456: updated weight of base 1, zone 2 to 0.00
2015-07-25 17:15:29.541667: updated weight of base 1, zone 1 to 0.13
2015-07-25 17:15:33.855914: updated weight of base 1, zone 2 to 0.00
2015-07-25 17:15:37.571126: updated weight of base 1, zone 1 to 0.13
2015-07-25 17:15:41.283339: updated weight of base 1, zone 2 to 0.00
2015-07-25 17:15:45.001551: updated weight of base 1, zone 1 to 0.00
2015-07-25 17:15:48.694763: updated weight of base 1, zone 2 to 0.00
2015-07-25 17:15:53.047012: updated weight of base 1, zone 1 to 0.00
2015-07-25 17:15:56.735223: updated weight of base 1, zone 2 to 0.00
2015-07-25 17:16:00.476436: updated weight of base 1, zone 1 to 0.13
2015-07-25 17:16:04.198649: updated weight of base 1, zone 2 to 0.00
2015-07-25 17:16:07.892861: updated weight of base 1, zone 1 to 0.00
2015-07-25 17:16:11.591072: updated weight of base 1, zone 2 to 0.00
2015-07-25 17:16:15.313285: updated weight of base 1, zone 1 to 0.13
2015-07-25 17:16:19.002496: updated weight of base 1, zone 2 to 0.00
2015-07-25 17:16:22.721709: updated weight of base 1, zone 1 to 0.13
2015-07-25 17:16:26.410920: updated weight of base 1, zone 2 to 0.00
2015-07-25 17:16:30.152134: updated weight of base 1, zone 1 to 0.13
2015-07-25 17:16:33.860346: updated weight of base 1, zone 2 to 0.00
2015-07-25 17:16:37.571558: updated weight of base 1, zone 1 to 0.00
2015-07-25 17:16:41.303772: updated weight of base 1, zone 2 to 0.00
2015-07-25 17:16:45.001983: updated weight of base 1, zone 1 to 0.13
2015-07-25 17:16:48.699195: updated weight of base 1, zone 2 to 0.00
2015-07-25 17:16:52.419407: updated weight of base 1, zone 1 to 0.62
2015-07-25 17:16:56.110619: updated weight of base 1, zone 2 to 0.00
2015-07-25 17:16:59.829831: updated weight of base 1, zone 1 to 1.53
2015-07-25 17:17:03.512042: updated weight of base 1, zone 2 to 0.00
2015-07-25 17:17:07.231255: updated weight of base 1, zone 1 to 2.52
2015-07-25 17:17:10.928466: updated weight of base 1, zone 2 to 0.00
2015-07-25 17:17:14.633678: updated weight of base 1, zone 1 to 2.78
2015-07-25 17:17:18.368892: updated weight of base 1, zone 2 to 0.00
2015-07-25 17:17:22.058103: updated weight of base 1, zone 1 to 3.09
2015-07-25 17:17:25.771315: updated weight of base 1, zone 2 to 0.00
2015-07-25 17:17:29.459526: updated weight of base 1, zone 1 to 3.29
2015-07-25 17:17:33.182739: updated weight of base 1, zone 2 to 0.00
2015-07-25 17:17:36.878950: updated weight of base 1, zone 1 to 3.30
2015-07-25 17:17:40.590163: updated weight of base 1, zone 2 to 0.00
2015-07-25 17:17:44.288374: updated weight of base 1, zone 1 to 3.30
2015-07-25 17:17:47.988586: updated weight of base 1, zone 2 to 0.00
2015-07-25 17:17:51.696798: updated weight of base 1, zone 1 to 3.30
2015-07-25 17:17:55.412010: updated weight of base 1, zone 2 to 0.00
2015-07-25 17:17:59.109222: updated weight of base 1, zone 1 to 0.61
